유통지원,,,,NNP,*,T,유통지원,*,*,*,*,*
사업체지원,,,,NNP,*,T,사업체지원,*,*,*,*,*
운영지원,,,,NNP,*,T,운영지원,*,*,*,*,*
보험료지원,,,,NNP,*,T,보험료지원,*,*,*,*,*
경제지원,,,,NNP,*,T,경제지원,*,*,*,*,*
유동인구,,,,NNP,*,T,유동인구,*,*,*,*,*
학교지원,,,,NNP,*,T,학교지원,*,*,*,*,*
참여지원,,,,NNP,*,T,참여지원,*,*,*,*,*
차액지원,,,,NNP,*,T,차액지원,*,*,*,*,*
무상지원,,,,NNP,*,T,무상지원,*,*,*,*,*
지원금지원,,,,NNP,*,T,지원금지원,*,*,*,*,*
차량지원,,,,NNP,*,T,차량지원,*,*,*,*,*
서비스지원,,,,NNP,*,T,서비스지원,*,*,*,*,*
자립지원,,,,NNP,*,T,차립지원,*,*,*,*,*
상담지원,,,,NNP,*,T,상담지원,*,*,*,*,*
무료지원,,,,NNP,*,T,무료지원,*,*,*,*,*
교통비지원,,,,NNP,*,T,교통비지원,*,*,*,*,*
지출지원,,,,NNP,*,T,지출지원,*,*,*,*,*
시설지원,,,,NNP,*,T,시설지원,*,*,*,*,*
취업지원,,,,NNP,*,T,취업지원,*,*,*,*,*
창업지원,,,,NNP,*,T,창업지원,*,*,*,*,*
컨설팅지원,,,,NNP,*,T,컨설팅지원,*,*,*,*,*
활성지원,,,,NNP,*,T,활성지원,*,*,*,*,*
복지시설지원,,,,NNP,*,T,복지시설지원,*,*,*,*,*
기금지원,,,,NNP,*,T,기금지원,*,*,*,*,*
교육지원,,,,NNP,*,T,교육지원,*,*,*,*,*
중복지원,,,,NNP,*,T,중복지원,*,*,*,*,*
토목공사,,,,NNP,*,T,토목공사,*,*,*,*,*
보건환경연구원,,,,NNP,*,T,보건환경연구원,*,*,*,*,*
위례시민연대,,,,NNP,*,F,위례시민연대,*,*,*,*,*
정보공개청구,,,,NNP,*,F,정보공개청구,*,*,*,*,*
오염도,,,,NNP,*,F,오염도,*,*,*,*,*
대기오염,,,,NNP,*,F,대기오염,*,*,*,*,*
측정지점,,,,NNP,*,F,측정지점,*,*,*,*,*
저감장치,,,,NNP,*,F,저감장치,*,*,*,*,*
황색광,,,,NNP,*,T,황색광,*,*,*,*,*
메탈핼라이드램프,,,,NNP,*,T,메탈핼라이드램프,*,*,*,*,*
나트륨램프,,,,NNP,*,T,나트퓸램프,*,*,*,*,*
교체사업,,,,NNP,*,T,교체사업,*,*,*,*,*
에너지관리공단,,,,NNP,*,T,에너지관리공단,*,*,*,*,*
에너지사업,,,,NNP,*,F,에너지사업,*,*,*,*,*
재활용,,,,NNP,*,T,재활용,*,*,*,*,*
특화단지,,,,NNP,*,F,특화단지,*,*,*,*,*
자치단체,,,,NNP,*,F,자치단체,*,*,*,*,*
기반시설,,,,NNP,*,T,기반시설,*,*,*,*,*
상하수도,,,,NNP,*,F,상하수도,*,*,*,*,*
신기술,,,,NNP,*,T,신기술,*,*,*,*,*
지역선정,,,,NNP,*,T,지역선정,*,*,*,*,*
유치신청,,,,NNP,*,T,유치신청,*,*,*,*,*
지역경제,,,,NNP,*,F,지역경제,*,*,*,*,*
중요지점,,,,NNP,*,T,중요지점,*,*,*,*,*
도시화,,,,NNP,*,F,도시화,*,*,*,*,*
공원녹지,,,,NNP,*,F,공원녹지,*,*,*,*,*
까치산공원,,,,NNP,*,T,까치산공원,*,*,*,*,*
원당고개,,,,NNP,*,F,까치산공원,*,*,*,*,*
금호산,,,,NNP,*,T,금호산,*,*,*,*,*
국립현충원,,,,NNP,*,T,국립현충원,*,*,*,*,*
녹지축,,,,NNP,*,T,녹지축,*,*,*,*,*
벌고개,,,,NNP,*,F,벌고개,*,*,*,*,*
생물종,,,,NNP,*,T,생물종,*,*,*,*,*
신교통수단,,,,NNP,*,T,신교통수단,*,*,*,*,*
대형버스,,,,NNP,*,F,대형버스,*,*,*,*,*
운행유도장치,,,,NNP,*,F,운행유도장치,*,*,*,*,*
전용차로,,,,NNP,*,F,전용차로,*,*,*,*,*
자기안내궤도,,,,NNP,*,F,자기안내궤도,*,*,*,*,*
무인운전,,,,NNP,*,T,무인운전,*,*,*,*,*
신대방역,,,,NNP,*,T,신대방역,*,*,*,*,*
운행정보,,,,NNP,*,F,운행정보,*,*,*,*,*
운행속도,,,,NNP,*,F,운행속도,*,*,*,*,*
왕복차로,,,,NNP,*,F,왕복차로,*,*,*,*,*
기본설계,,,,NNP,*,F,기본설계,*,*,*,*,*
공개경쟁입찰,,,,NNP,*,T,공개경쟁입찰,*,*,*,*,*
공개경쟁입찰,,,,NNP,*,T,공개경쟁입찰,*,*,*,*,*
매일경제,,,,NNP,*,F,매일경제,*,*,*,*,*
조사자료,,,,NNP,*,F,조사자료,*,*,*,*,*
신도시,,,,NNP,*,F,신도시,*,*,*,*,*
